day,time_slot,is_festival,is_holiday,location_type,city_type,nearby_transport,upcoming_festival,crowd_percentage
Thursday,04:30-05:00,No,Yes,Market,Tier III,Bus Stand,No,0.8009826004517715
Sunday,00:00-00:30,Yes,No,Market,Tier II,Railway Station,No,0.07676209891156649
Monday,10:30-11:00,No,Yes,Office Area,Tier III,Railway Station,Yes,0.2768732184620989
Tuesday,22:30-23:00,No,Yes,Commercial,Tier I,Airport,No,0.8799465965231701
Friday,21:30-22:00,No,No,Office Area,Tier II,None,Yes,0.18515442639621138
Wednesday,15:00-15:30,No,Yes,Office Area,Tier III,Bus Stand,No,0.6352347729318295
Monday,01:30-02:00,Yes,No,Office Area,Tier II,Railway Station,Yes,0.923718884507991
Monday,19:00-19:30,No,Yes,Commercial,Tier I,Bus Stand,Yes,0.9657581096168482
Friday,00:30-01:00,Yes,Yes,Commercial,Tier II,Railway Station,No,0.6641200089637391
Sunday,12:30-13:00,No,No,Market,Tier III,None,No,0.7239470003988402
Monday,08:00-08:30,Yes,Yes,Commercial,Tier III,Railway Station,No,0.5696098214414841
Monday,23:00-23:30,No,No,Residential,Tier III,Railway Station,No,0.6654831133931086
Monday,07:00-07:30,No,Yes,Commercial,Tier II,Airport,Yes,0.43923955542375226
Monday,07:30-08:00,Yes,Yes,Market,Tier II,Bus Stand,Yes,0.5136239110696913
Sunday,02:30-03:00,Yes,No,Commercial,Tier I,Bus Stand,Yes,0.6453319674142223
Thursday,12:30-13:00,No,No,Residential,Tier I,Railway Station,No,0.14305817056667902
Thursday,22:30-23:00,Yes,No,Commercial,Tier I,Airport,No,0.7287494673097542
Tuesday,14:30-15:00,Yes,No,Residential,Tier II,Airport,No,0.30864706102877804
Wednesday,00:30-01:00,No,No,Residential,Tier III,Airport,No,0.26550060433856004
Saturday,01:00-01:30,Yes,No,Market,Tier III,Bus Stand,No,0.1385167839556699
Saturday,18:00-18:30,No,Yes,Commercial,Tier I,Bus Stand,Yes,0.6514950524773846
Saturday,21:30-22:00,Yes,No,Office Area,Tier I,Bus Stand,Yes,0.47176681153992206
Sunday,21:30-22:00,No,No,Market,Tier II,Railway Station,No,0.49765309649995226
Wednesday,03:00-03:30,No,No,Residential,Tier I,Bus Stand,Yes,0.296864993725678
Friday,07:00-07:30,No,No,Office Area,Tier II,None,Yes,0.89383350444566
Thursday,08:00-08:30,No,Yes,Market,Tier I,Airport,Yes,0.5402303086321577
Tuesday,21:00-21:30,No,No,Residential,Tier III,Bus Stand,No,0.44295231685261693
Sunday,09:00-09:30,Yes,No,Commercial,Tier III,Railway Station,Yes,0.32226943514036444
Wednesday,14:30-15:00,Yes,Yes,Market,Tier III,Bus Stand,No,0.08239105386409984
Tuesday,02:30-03:00,Yes,No,Market,Tier II,Bus Stand,Yes,0.7627110727857797
Friday,00:30-01:00,No,Yes,Residential,Tier II,Railway Station,Yes,0.1470601651187421
Friday,10:30-11:00,No,No,Commercial,Tier I,None,No,0.3645528892639278
Sunday,19:00-19:30,No,Yes,Commercial,Tier III,Airport,No,0.06386721678795226
Tuesday,05:00-05:30,No,Yes,Office Area,Tier I,Bus Stand,Yes,0.18259134994764914
Tuesday,05:00-05:30,Yes,No,Office Area,Tier I,Airport,Yes,0.7141635936318985
Wednesday,01:00-01:30,No,No,Commercial,Tier I,Airport,Yes,0.9734654017342924
Wednesday,09:00-09:30,Yes,No,Residential,Tier I,Railway Station,Yes,0.21475768463211242
Friday,23:30-00:00,No,No,Office Area,Tier III,Bus Stand,No,0.8535670750351684
Wednesday,23:30-00:00,No,Yes,Residential,Tier III,None,Yes,0.630437763974406
Sunday,18:30-19:00,No,No,Office Area,Tier III,Airport,Yes,0.441665567697029
Monday,17:00-17:30,Yes,Yes,Office Area,Tier II,Railway Station,Yes,0.8124022031202878
Wednesday,15:00-15:30,Yes,No,Office Area,Tier I,Bus Stand,No,0.216434224811053
Friday,15:30-16:00,Yes,Yes,Commercial,Tier III,Railway Station,Yes,0.28230928425152213
Sunday,01:30-02:00,No,No,Office Area,Tier III,Railway Station,No,0.26519496504691564
Sunday,11:30-12:00,No,Yes,Market,Tier I,None,Yes,0.007293540711412305
Sunday,14:30-15:00,No,Yes,Residential,Tier I,None,No,0.9155278981744293
Saturday,08:00-08:30,Yes,Yes,Commercial,Tier III,Airport,No,0.38953706420711554
Thursday,14:30-15:00,Yes,No,Office Area,Tier III,Bus Stand,No,0.09293146726621437
Tuesday,16:30-17:00,No,No,Office Area,Tier III,Airport,No,0.05150508220379357
Friday,14:00-14:30,Yes,Yes,Residential,Tier I,Railway Station,Yes,0.10448922968277363
Wednesday,11:30-12:00,No,No,Office Area,Tier II,Railway Station,No,0.25606639545152965
Thursday,00:00-00:30,Yes,Yes,Office Area,Tier III,None,Yes,0.9253451603544331
Tuesday,23:30-00:00,No,Yes,Office Area,Tier II,Railway Station,No,0.7834761824061414
Friday,09:00-09:30,Yes,Yes,Office Area,Tier II,Bus Stand,No,0.8118097152822727
Monday,23:00-23:30,Yes,No,Office Area,Tier I,Railway Station,Yes,0.12620838531755607
Sunday,17:00-17:30,Yes,Yes,Commercial,Tier II,Airport,No,0.7388757991611299
Monday,20:00-20:30,Yes,Yes,Commercial,Tier III,Railway Station,No,0.24124903032892742
Sunday,17:00-17:30,Yes,No,Office Area,Tier III,Airport,No,0.2845606525131026
Thursday,04:30-05:00,Yes,No,Commercial,Tier II,Railway Station,Yes,0.19449918034102986
Thursday,23:00-23:30,Yes,Yes,Market,Tier III,Railway Station,No,0.4134328690373338
Monday,03:00-03:30,No,Yes,Residential,Tier I,Bus Stand,Yes,0.9476922444218518
Saturday,03:30-04:00,No,No,Residential,Tier III,Railway Station,Yes,0.22672874468616333
Sunday,03:00-03:30,No,Yes,Commercial,Tier III,None,Yes,0.5367084303191948
Tuesday,15:00-15:30,Yes,No,Office Area,Tier II,Railway Station,No,0.7959899466104992
Sunday,13:30-14:00,Yes,Yes,Office Area,Tier I,Bus Stand,Yes,0.7212400189018408
Saturday,10:00-10:30,Yes,Yes,Office Area,Tier I,Airport,Yes,0.7194246483468956
Wednesday,08:30-09:00,Yes,Yes,Commercial,Tier II,Railway Station,No,0.09856815206626723
Wednesday,18:30-19:00,No,Yes,Residential,Tier I,None,No,0.8426166608064395
Saturday,19:00-19:30,No,No,Residential,Tier II,Bus Stand,Yes,0.036890132781901896
Saturday,02:00-02:30,Yes,Yes,Commercial,Tier I,Airport,Yes,0.7826417690549066
Monday,11:30-12:00,Yes,Yes,Office Area,Tier II,None,No,0.6124353722682501
Tuesday,04:30-05:00,Yes,Yes,Market,Tier I,Airport,No,0.9385701523719301
Sunday,10:00-10:30,Yes,Yes,Office Area,Tier I,Airport,Yes,0.9010614417588061
Monday,00:30-01:00,Yes,No,Office Area,Tier III,Airport,Yes,0.6833573140213207
Friday,04:00-04:30,No,No,Commercial,Tier II,None,Yes,0.3162889348115233
Monday,21:00-21:30,No,No,Office Area,Tier I,Airport,No,0.8769307271568461
Wednesday,03:30-04:00,No,No,Market,Tier II,Railway Station,Yes,0.3121666767749045
Wednesday,13:00-13:30,No,No,Office Area,Tier III,None,No,0.6123014090181504
Thursday,18:30-19:00,No,Yes,Commercial,Tier II,Railway Station,Yes,0.18739777226492393
Saturday,09:30-10:00,Yes,No,Residential,Tier I,Airport,Yes,0.9634739132252791
Friday,09:00-09:30,No,Yes,Commercial,Tier II,Bus Stand,Yes,0.8639654318736416
Sunday,10:30-11:00,Yes,Yes,Office Area,Tier I,Railway Station,Yes,0.342772858508434
Friday,01:00-01:30,Yes,No,Commercial,Tier I,Airport,Yes,0.6766202948582111
Wednesday,17:30-18:00,Yes,Yes,Market,Tier I,Railway Station,No,0.10659445126257827
Sunday,01:00-01:30,No,Yes,Residential,Tier II,Railway Station,Yes,0.6092101828669392
Thursday,10:00-10:30,No,No,Market,Tier I,Railway Station,Yes,0.9164037915376143
Tuesday,07:00-07:30,No,No,Market,Tier II,Airport,Yes,0.5504355375850466
Saturday,19:00-19:30,Yes,Yes,Residential,Tier I,Railway Station,No,0.2741126243342469
Sunday,16:30-17:00,Yes,No,Market,Tier I,None,Yes,0.5652642761920994
Tuesday,14:30-15:00,Yes,Yes,Office Area,Tier III,Airport,Yes,0.8633735776047311
Tuesday,03:30-04:00,Yes,Yes,Residential,Tier III,Airport,Yes,0.9225165275112537
Wednesday,21:30-22:00,Yes,Yes,Market,Tier II,Railway Station,No,0.2209580312548889
Thursday,03:30-04:00,No,Yes,Commercial,Tier III,Airport,Yes,0.7041864365627538
Sunday,08:00-08:30,Yes,Yes,Market,Tier III,Bus Stand,No,0.09100088775579063
Monday,00:30-01:00,No,Yes,Commercial,Tier I,Railway Station,No,0.48444156855682774
Monday,09:00-09:30,No,Yes,Market,Tier II,Airport,Yes,0.2882646012513397
Friday,04:00-04:30,No,Yes,Office Area,Tier I,Bus Stand,Yes,0.857514300120224
Monday,16:30-17:00,No,Yes,Office Area,Tier III,Railway Station,No,0.346246613309091
Friday,22:00-22:30,Yes,Yes,Office Area,Tier II,Bus Stand,No,0.8347387963640277
Sunday,21:30-22:00,Yes,Yes,Residential,Tier II,Bus Stand,No,0.30097334512376883
Monday,23:30-00:00,No,No,Commercial,Tier III,Airport,No,0.5960090289266887
Friday,05:00-05:30,No,Yes,Market,Tier I,None,No,0.9133923217601357
Saturday,20:30-21:00,No,No,Residential,Tier III,Airport,No,0.37538601610618505
Wednesday,16:30-17:00,No,Yes,Commercial,Tier I,Bus Stand,Yes,0.05831548974429923
Wednesday,07:30-08:00,Yes,No,Residential,Tier II,None,No,0.22805532592421174
Sunday,11:00-11:30,No,Yes,Commercial,Tier III,Bus Stand,No,0.39824985773278465
Wednesday,01:30-02:00,No,No,Office Area,Tier I,Airport,Yes,0.7410613821389398
Tuesday,14:00-14:30,No,Yes,Office Area,Tier II,Airport,No,0.12062130826722128
Sunday,09:30-10:00,No,No,Office Area,Tier I,Airport,Yes,0.2592597006089359
Monday,19:30-20:00,No,No,Residential,Tier I,Railway Station,No,0.23150623279558025
Monday,16:30-17:00,No,No,Market,Tier II,Bus Stand,Yes,0.7630543250884166
Monday,07:00-07:30,Yes,Yes,Residential,Tier I,Bus Stand,No,0.9162520402911115
Friday,00:00-00:30,No,Yes,Market,Tier I,None,No,0.13102755995541737
Friday,05:00-05:30,No,No,Market,Tier II,Airport,No,0.09436674237178544
Friday,22:00-22:30,Yes,Yes,Commercial,Tier I,Bus Stand,No,0.7734155983215335
Wednesday,18:00-18:30,No,Yes,Residential,Tier I,None,Yes,0.054125009678632874
Saturday,04:30-05:00,No,No,Office Area,Tier I,Railway Station,No,0.3094318165407771
Monday,21:30-22:00,Yes,Yes,Market,Tier II,Railway Station,Yes,0.23287455696749693
Thursday,01:00-01:30,No,Yes,Office Area,Tier II,None,Yes,0.6313592542126788
Monday,23:00-23:30,Yes,No,Market,Tier II,Railway Station,Yes,0.729083270572685
Saturday,14:00-14:30,Yes,No,Market,Tier III,Bus Stand,No,0.31402863736200304
Saturday,05:30-06:00,No,Yes,Office Area,Tier I,Bus Stand,No,0.7724424557767225
Thursday,14:30-15:00,Yes,No,Market,Tier I,Airport,Yes,0.6221165629699498
Thursday,18:00-18:30,No,No,Market,Tier III,Railway Station,No,0.3838950100394848
Tuesday,16:00-16:30,No,Yes,Residential,Tier III,None,Yes,0.6573536424524425
Saturday,10:30-11:00,No,Yes,Market,Tier I,Bus Stand,Yes,0.02152917376173591
Thursday,09:00-09:30,No,Yes,Market,Tier III,None,No,0.8479994215408518
Monday,22:30-23:00,Yes,Yes,Office Area,Tier I,None,Yes,0.8184669559997824
Tuesday,10:30-11:00,Yes,Yes,Market,Tier III,None,Yes,0.07218229100605222
Saturday,03:00-03:30,Yes,No,Residential,Tier III,Railway Station,No,0.08912974464228862
Saturday,02:00-02:30,Yes,Yes,Office Area,Tier II,Airport,Yes,0.012863567386932062
Tuesday,09:00-09:30,Yes,Yes,Commercial,Tier II,Bus Stand,Yes,0.31805960698984537
Tuesday,11:30-12:00,Yes,Yes,Office Area,Tier I,Airport,Yes,0.301011171795579
Wednesday,00:30-01:00,No,Yes,Residential,Tier III,None,No,0.8589093518840886
Monday,13:00-13:30,No,No,Market,Tier II,None,No,0.49390356491848686
Friday,01:00-01:30,Yes,No,Market,Tier III,Bus Stand,Yes,0.28226562695991675
Saturday,21:30-22:00,No,Yes,Office Area,Tier I,Bus Stand,Yes,0.15445397959244955
Sunday,22:30-23:00,Yes,No,Commercial,Tier II,Airport,Yes,0.15715668822013462
Thursday,09:00-09:30,Yes,No,Market,Tier I,Railway Station,No,0.0637295737021163
Tuesday,02:00-02:30,Yes,No,Office Area,Tier I,None,Yes,0.3141556415079778
Monday,02:00-02:30,No,No,Residential,Tier I,Railway Station,Yes,0.6310781255300604
Sunday,15:30-16:00,No,Yes,Office Area,Tier III,Bus Stand,No,0.5770685931455699
Tuesday,14:00-14:30,Yes,No,Market,Tier II,None,Yes,0.8916024245924052
Sunday,02:00-02:30,Yes,Yes,Residential,Tier III,Airport,No,0.7998301315303709
Tuesday,11:30-12:00,No,No,Market,Tier III,Airport,Yes,0.6846787998804018
Sunday,22:30-23:00,No,Yes,Commercial,Tier II,None,No,0.7228724725229358
Friday,04:00-04:30,No,Yes,Office Area,Tier II,Bus Stand,Yes,0.0687058133284758
Sunday,11:00-11:30,No,No,Commercial,Tier II,Railway Station,Yes,0.8557360710322399
Thursday,09:00-09:30,No,No,Office Area,Tier II,None,No,0.72527479435201
Tuesday,18:30-19:00,No,No,Residential,Tier II,Railway Station,No,0.1584050115900214
Tuesday,17:00-17:30,No,Yes,Residential,Tier III,Bus Stand,Yes,0.7734378311856139
Friday,16:00-16:30,No,No,Market,Tier III,Airport,No,0.2033555714113633
Monday,06:30-07:00,No,Yes,Commercial,Tier III,Bus Stand,No,0.3261777983896801
Friday,06:30-07:00,Yes,No,Office Area,Tier III,Railway Station,No,0.8070768617466169
Saturday,13:00-13:30,No,Yes,Market,Tier II,None,No,0.2432999993575019
Tuesday,17:30-18:00,No,No,Residential,Tier I,None,No,0.15773239374368375
Sunday,01:30-02:00,Yes,Yes,Commercial,Tier I,None,Yes,0.1457016535736716
Friday,04:00-04:30,No,Yes,Office Area,Tier III,Bus Stand,No,0.5135187196523463
Friday,03:00-03:30,No,Yes,Market,Tier I,None,Yes,0.4370304641008831
Sunday,01:00-01:30,Yes,No,Commercial,Tier I,Bus Stand,No,0.6994187239200942
Monday,00:00-00:30,No,Yes,Market,Tier I,Airport,Yes,0.2724544034827081
Sunday,08:30-09:00,Yes,No,Residential,Tier II,None,Yes,0.008238343030517625
Friday,17:00-17:30,Yes,Yes,Market,Tier I,None,Yes,0.04570988646543117
Thursday,15:00-15:30,Yes,Yes,Market,Tier II,Bus Stand,No,0.5255971338356409
Thursday,22:30-23:00,Yes,Yes,Residential,Tier II,None,Yes,0.9639423853136776
Tuesday,07:30-08:00,No,Yes,Market,Tier II,None,No,0.6158446426515225
Monday,13:00-13:30,Yes,No,Market,Tier I,None,No,0.6174649921118719
Thursday,00:30-01:00,No,No,Market,Tier I,Airport,No,0.014843112745871245
Wednesday,10:00-10:30,Yes,Yes,Residential,Tier I,None,No,0.40964998241649053
Sunday,20:30-21:00,Yes,Yes,Commercial,Tier II,None,No,0.8854978713514038
Sunday,09:00-09:30,Yes,Yes,Commercial,Tier I,Bus Stand,No,0.8648260327090374
Tuesday,12:30-13:00,Yes,No,Office Area,Tier II,Railway Station,No,0.7886795663541929
Sunday,05:00-05:30,Yes,Yes,Residential,Tier I,Railway Station,Yes,0.9808791943743572
Friday,04:30-05:00,Yes,Yes,Residential,Tier I,Airport,Yes,0.7693097520743231
Thursday,22:00-22:30,Yes,Yes,Market,Tier II,None,Yes,0.0921132568413272
Thursday,11:30-12:00,Yes,Yes,Office Area,Tier II,Railway Station,Yes,0.1105935643612902
Friday,01:00-01:30,No,No,Market,Tier II,Railway Station,Yes,0.2839136345919743
Monday,17:30-18:00,Yes,Yes,Commercial,Tier I,Railway Station,Yes,0.45382376989565243
Thursday,16:30-17:00,Yes,No,Commercial,Tier I,None,No,0.31081869922443794
Wednesday,15:30-16:00,No,Yes,Office Area,Tier III,None,Yes,0.9115862479060839
Wednesday,23:00-23:30,Yes,No,Market,Tier II,Airport,No,0.8306543039752803
Thursday,17:00-17:30,Yes,Yes,Residential,Tier II,Railway Station,No,0.5073826432257673
Wednesday,00:00-00:30,No,No,Office Area,Tier II,None,Yes,0.01736924120688177
Monday,18:30-19:00,No,No,Commercial,Tier III,None,Yes,0.06749136673308065
Wednesday,20:30-21:00,No,No,Residential,Tier II,Airport,Yes,0.23432304492169187
Sunday,05:00-05:30,Yes,No,Residential,Tier II,Bus Stand,No,0.8436033540488603
Thursday,19:30-20:00,No,Yes,Commercial,Tier II,Airport,Yes,0.18305397281076918
Friday,13:00-13:30,Yes,No,Market,Tier I,None,Yes,0.4060856126319976
Friday,12:00-12:30,No,No,Market,Tier II,Bus Stand,Yes,0.17766292030059228
Wednesday,12:30-13:00,Yes,Yes,Market,Tier I,Bus Stand,No,0.9332085850755656
Friday,13:30-14:00,Yes,No,Market,Tier III,None,Yes,0.3735123659741305
Wednesday,04:30-05:00,Yes,Yes,Commercial,Tier II,Railway Station,No,0.5796935594798124
Sunday,12:00-12:30,Yes,No,Office Area,Tier I,Bus Stand,Yes,0.40626085303133885
Wednesday,05:00-05:30,Yes,Yes,Market,Tier III,None,No,0.12580480368604408
Thursday,03:30-04:00,Yes,No,Residential,Tier II,Airport,Yes,0.910317438662544
Saturday,05:30-06:00,Yes,No,Market,Tier II,Airport,Yes,0.5197991047258211
Friday,21:30-22:00,Yes,Yes,Market,Tier II,None,No,0.30652855551846414
Monday,22:30-23:00,Yes,Yes,Commercial,Tier II,None,No,0.770233754303702
Monday,23:30-00:00,Yes,No,Residential,Tier II,Airport,Yes,0.22074543344005548
Friday,05:30-06:00,Yes,No,Commercial,Tier III,Airport,No,0.22819408056256685
Thursday,09:00-09:30,No,No,Market,Tier I,None,Yes,0.7696102803362029
Tuesday,19:30-20:00,Yes,Yes,Office Area,Tier III,Airport,No,0.6485965110197787
Tuesday,15:00-15:30,No,No,Commercial,Tier II,Airport,No,0.9236052638497817
Thursday,06:00-06:30,No,Yes,Commercial,Tier II,None,Yes,0.3538377822543579
Friday,11:30-12:00,Yes,Yes,Market,Tier I,Railway Station,Yes,0.6334094904097087
Wednesday,03:00-03:30,Yes,No,Residential,Tier II,Airport,No,0.8981124634080807
Monday,01:30-02:00,Yes,Yes,Residential,Tier II,Bus Stand,No,0.5642997174625957
Saturday,21:30-22:00,No,Yes,Commercial,Tier I,Airport,No,0.18694088831128597
Friday,12:00-12:30,Yes,Yes,Residential,Tier II,Bus Stand,Yes,0.7054492908564162
Thursday,19:00-19:30,Yes,No,Market,Tier I,None,Yes,0.8725668746680874
Wednesday,01:00-01:30,Yes,Yes,Office Area,Tier III,Railway Station,No,0.979358511147476
Monday,11:00-11:30,No,Yes,Market,Tier II,Bus Stand,Yes,0.36540463346011864
Saturday,03:00-03:30,Yes,Yes,Market,Tier I,None,Yes,0.0060553723650027536
Friday,15:00-15:30,Yes,No,Office Area,Tier I,Railway Station,No,0.5698885563661074
Saturday,08:30-09:00,Yes,Yes,Office Area,Tier III,Railway Station,Yes,0.06814136842598628
Wednesday,13:30-14:00,Yes,Yes,Market,Tier II,Railway Station,Yes,0.690646996470582
Friday,16:30-17:00,Yes,Yes,Commercial,Tier III,Railway Station,Yes,0.7599994240446606
Wednesday,03:00-03:30,No,No,Office Area,Tier III,Bus Stand,No,0.9202527867953042
Wednesday,15:30-16:00,No,Yes,Office Area,Tier II,None,Yes,0.13332007298421478
Saturday,18:00-18:30,Yes,No,Commercial,Tier II,Bus Stand,Yes,0.4270839633320359
Friday,06:00-06:30,No,Yes,Commercial,Tier I,Airport,Yes,0.019064811230605994
Wednesday,02:30-03:00,Yes,No,Office Area,Tier I,Bus Stand,Yes,0.8598809544521978
Wednesday,03:00-03:30,No,Yes,Market,Tier II,Railway Station,Yes,0.5191055250805614
Thursday,09:30-10:00,Yes,Yes,Residential,Tier II,Railway Station,No,0.41000433768913036
Friday,09:30-10:00,No,No,Office Area,Tier III,Airport,Yes,0.9334423971053208
Saturday,18:00-18:30,Yes,Yes,Residential,Tier I,Railway Station,Yes,0.5028319333803829
Tuesday,17:00-17:30,No,Yes,Market,Tier II,None,No,0.1933280888081088
Friday,15:30-16:00,Yes,Yes,Market,Tier III,None,Yes,0.031607588893454386
Wednesday,22:00-22:30,No,No,Residential,Tier I,None,No,0.08121836388959314
Monday,13:00-13:30,Yes,Yes,Residential,Tier III,Bus Stand,No,0.7672978453539857
Wednesday,16:30-17:00,No,No,Residential,Tier I,Airport,No,0.5659576051209034
Saturday,11:30-12:00,No,Yes,Office Area,Tier II,Railway Station,Yes,0.9580243900498026
Sunday,21:30-22:00,No,No,Residential,Tier I,Bus Stand,Yes,0.37435035899984004
Sunday,06:00-06:30,No,Yes,Office Area,Tier III,Railway Station,Yes,0.8313284322117054
Friday,16:00-16:30,No,No,Office Area,Tier II,Bus Stand,Yes,0.3350140072448662
Wednesday,17:00-17:30,Yes,Yes,Residential,Tier II,None,Yes,0.5940633763073375
Sunday,16:30-17:00,No,No,Market,Tier III,Railway Station,Yes,0.8635943757743687
Monday,08:00-08:30,No,Yes,Office Area,Tier III,Airport,Yes,0.6676037109386371
Wednesday,07:00-07:30,Yes,Yes,Market,Tier III,Airport,Yes,0.4421180367354821
Saturday,17:30-18:00,No,No,Commercial,Tier III,None,Yes,0.6679338141963749
Monday,19:00-19:30,No,Yes,Market,Tier III,Airport,Yes,0.47198631489901044
Thursday,15:30-16:00,Yes,No,Market,Tier III,Bus Stand,No,0.8881774439214403
Friday,12:00-12:30,Yes,No,Market,Tier I,Bus Stand,Yes,0.2323446893074258
Sunday,22:00-22:30,No,Yes,Office Area,Tier II,Railway Station,Yes,0.2551847866737442
Monday,21:30-22:00,Yes,Yes,Market,Tier II,Bus Stand,Yes,0.8377442948527191
Tuesday,23:30-00:00,Yes,Yes,Office Area,Tier II,None,Yes,0.8972927571219844
Thursday,21:30-22:00,Yes,No,Commercial,Tier II,Bus Stand,Yes,0.0537775761345789
Friday,19:00-19:30,Yes,No,Commercial,Tier III,Bus Stand,No,0.6697528898162404
Thursday,04:30-05:00,Yes,No,Market,Tier III,Bus Stand,No,0.5100008405437214
Sunday,02:30-03:00,No,No,Commercial,Tier III,Bus Stand,No,0.0743980699621355
Tuesday,05:00-05:30,No,No,Market,Tier I,Railway Station,No,0.60019652530487
Friday,07:00-07:30,Yes,No,Commercial,Tier I,Railway Station,No,0.47493183276553597
Wednesday,06:30-07:00,Yes,No,Commercial,Tier II,None,Yes,0.9294457048117719
Saturday,01:00-01:30,Yes,No,Commercial,Tier I,Railway Station,No,0.4600010245023053
Sunday,04:30-05:00,No,No,Market,Tier I,Airport,No,0.07327757769823684
Tuesday,03:00-03:30,No,No,Residential,Tier III,Railway Station,No,0.43634247470060317
Sunday,16:00-16:30,No,No,Commercial,Tier I,None,Yes,0.5666940976355149
Wednesday,15:30-16:00,Yes,No,Commercial,Tier II,Bus Stand,Yes,0.3836973783656086
Tuesday,08:30-09:00,Yes,No,Commercial,Tier II,Bus Stand,Yes,0.8584150081629492
Monday,02:30-03:00,Yes,No,Office Area,Tier II,None,Yes,0.6249512885945089
Friday,15:00-15:30,Yes,Yes,Office Area,Tier I,Airport,No,0.8426015156411459
Thursday,23:30-00:00,Yes,No,Market,Tier II,Airport,No,0.3357019428622787
Wednesday,21:00-21:30,Yes,Yes,Commercial,Tier III,Railway Station,Yes,0.02955744129295035
Wednesday,23:00-23:30,Yes,No,Office Area,Tier I,None,No,0.0002664375973456812
Monday,21:00-21:30,Yes,No,Residential,Tier III,Bus Stand,No,0.6397226657337087
Tuesday,00:30-01:00,Yes,No,Market,Tier III,None,Yes,0.5914766587785342
Sunday,19:00-19:30,Yes,No,Market,Tier II,None,Yes,0.6038333777035557
Saturday,15:30-16:00,No,Yes,Residential,Tier II,Bus Stand,No,0.5576835121522725
Thursday,17:30-18:00,Yes,No,Office Area,Tier III,Bus Stand,No,0.9428966425101966
Friday,07:30-08:00,No,Yes,Office Area,Tier III,Airport,No,0.9749860451537371
Sunday,04:30-05:00,No,No,Office Area,Tier I,Bus Stand,No,0.7416527081463434
